id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url,Total Work Hours,Days Open,Average Daily Hours,Total Social Media,Has Social Media,Popularity
50,Oakberry,"Calle de Esparteros, 8,Madrid,Spain,28012",40.415923,-3.705269,7.0,5.0,"['International', 'Brazilian']",23,0,No phone number,1,1,1,"{'Monday': '10:00 - 21:30', 'Tuesday': '09:30 - 21:30', 'Wednesday': '09:30 - 21:30', 'Thursday': '09:30 - 21:30', 'Friday': '09:30 - 21:30', 'Saturday': '09:30 - 21:30', 'Sunday': '10:00 - 21:30'}",https://www.happycow.net/reviews/oakberry-madrid-312080,83.0,7.0,11.86,3,1,0.30111216043553135
51,HanSo Café,"Calle Pez 20, Centro,Madrid,Spain,28004",40.423937,-3.705417,1.0,5.0,['Asian'],1,0,+34-911375429,1,1,1,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '10:00 - 20:00', 'Sunday': '10:00 - 20:00'}",https://www.happycow.net/reviews/hanso-cafe-madrid-404097,75.0,7.0,10.71,3,1,0.2520919208192138
52,Isla Cake,"Calle de las Fuentes, 6,Madrid,Spain,28013",40.417098,-3.708653,3.0,4.5,[],11,0,+34-633913439,0,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 21:00', 'Wednesday': '13:00 - 21:00', 'Thursday': '13:00 - 21:00', 'Friday': '13:00 - 21:00', 'Saturday': '13:00 - 21:00', 'Sunday': '13:00 - 21:00'}",https://www.happycow.net/reviews/isla-cake-madrid-294674,48.0,6.0,6.86,2,1,0.1
53,The Goood Açaí Club,"C/ de Hortaleza, 25, Centro,Madrid,Spain,28004",40.421778,-3.700154,0.0,0.0,['Brazilian'],0,2,+34-910406872,0,1,0,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 22:00'}",https://www.happycow.net/reviews/the-goood-acai-club-madrid-434138,84.0,7.0,12.0,1,1,0.3315697276077255
54,Bresca - Virgen de los Peligros,"C. de la Virgen de los Peligros, 7,Madrid,Spain,28013",40.418762,-3.699778,3.0,4.0,"['Italian', 'Spanish']",9,2,+34-914126605,1,1,1,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 01:00', 'Saturday': '12:00 - 01:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/bresca-madrid-362972,86.0,7.0,12.29,3,1,0.2486298909319853
55,Wolføx,"C. de Pérez Galdós, 2, Centro,Madrid,Spain,28004",40.422478,-3.70074,2.0,4.5,[],1,0,No phone number,1,1,0,"{'Monday': '10:00 - 19:00', 'Tuesday': '10:00 - 19:00', 'Wednesday': '10:00 - 19:00', 'Thursday': '10:00 - 19:00', 'Friday': '10:00 - 19:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 19:00'}",https://www.happycow.net/reviews/wolfoex-madrid-409079,63.0,7.0,9.0,2,1,0.22804251615650983
56,Vibar,"12 Calle de Alcalá,Madrid,Spain,28014",40.417187,-3.700859,9.0,4.5,[],27,0,+34-919994060,1,0,0,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 01:00', 'Saturday': '12:00 - 01:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/vibar-madrid-276612,86.0,7.0,12.29,1,1,0.28882321352517454
57,El Patrón,"Calle de Bordadores, 2,Madrid,Spain,28013",40.416403,-3.70763,1.0,3.0,['Mexican'],5,2,+34-678110432,1,1,1,"{'Monday': '14:00 - 22:00', 'Tuesday': '14:00 - 22:00', 'Wednesday': '14:00 - 22:00', 'Thursday': '14:00 - 22:00', 'Friday': '16:00 - 00:00', 'Saturday': '16:00 - 00:00', 'Sunday': '14:00 - 22:00'}",https://www.happycow.net/reviews/el-patron-taqueria-madrid-293410,56.0,7.0,8.0,3,1,0.2548347314038109
58,Tiki Taco - Clavel,"Calle del Clavel, 5,Madrid,Spain,28004",40.420301,-3.699505,7.0,3.5,['Mexican'],34,2,No phone number,0,1,0,"{'Monday': '13:00 - 01:00', 'Tuesday': '13:00 - 01:00', 'Wednesday': '13:00 - 01:00', 'Thursday': '13:00 - 01:00', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/tiki-taco-clavel-madrid-247937,84.0,7.0,12.0,1,1,0.18836879432624115
59,Pan y Pepinillos Café,"Calle del Escorial, 2,Madrid,Spain,28004",40.423764,-3.702707,2.0,3.0,[],0,0,No phone number,1,1,0,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'}",https://www.happycow.net/reviews/pan-y-pepinillos-cafe-madrid-406905,84.0,7.0,12.0,2,1,0.4714723256115402
60,Yerbabuena - Bordadores,"Bordadores, 3,Madrid,Spain,28013",40.41637,-3.70776,159.0,4.0,"['Fusion', 'Spanish']",164,2,+34-915994805,1,0,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30, 20:00 - 23:30', 'Friday': '13:00 - 16:30, 20:00 - 23:30', 'Saturday': '13:00 - 16:30, 20:00 - 23:30', 'Sunday': '13:00 - 16:30'}",https://www.happycow.net/reviews/yerbabuena-madrid-5629,38.5,6.0,5.5,2,1,0.3280399237079422
61,Bambubox,"Calle del Clavel 7, Centro,Madrid,Spain,28004",40.420466,-3.699426,1.0,4.0,"['Thai', 'Asian']",2,3,+34-910146103,1,1,0,"{'Monday': '13:00 - 16:30, 20:00 - 23:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30, 20:00 - 23:30', 'Friday': '13:00 - 16:30, 20:00 - 00:00', 'Saturday': '13:00 - 16:30, 20:00 - 00:00', 'Sunday': '13:00 - 16:30, 20:00 - 23:30'}",https://www.happycow.net/reviews/bambubox-madrid-415124,50.0,7.0,7.14,2,1,0.2581686202618373
62,Impasta,"Calle de las Hileras, 2,Madrid,Spain,28013",40.416803,-3.708571,2.0,3.0,['Italian'],12,2,+34-918663878,1,0,1,"{'Monday': '13:00 - 16:00, 20:00 - 23:00', 'Tuesday': '13:00 - 16:00, 20:00 - 23:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:00', 'Thursday': '13:00 - 16:00, 20:00 - 23:00', 'Friday': '13:00 - 16:00, 20:00 - 23:00', 'Saturday': '13:00 - 16:00, 20:00 - 23:00', 'Sunday': '13:00 - 16:00, 20:00 - 23:00'}",https://www.happycow.net/reviews/impasta-madrid-200709,42.0,7.0,6.0,2,1,0.2568079551136048
63,Tierra Burrito Bar - Espoz y Mina,"Calle de Espoz y Mina, 8,Madrid,Spain,28012",40.416031,-3.702636,13.0,3.5,"['American', 'Mexican']",22,1,+34-911736964,1,0,1,"{'Monday': '12:00 - 00:30', 'Tuesday': '12:00 - 00:30', 'Wednesday': '12:00 - 00:30', 'Thursday': '12:00 - 00:30', 'Friday': '12:00 - 00:30', 'Saturday': '12:00 - 00:30', 'Sunday': '12:00 - 00:30'}",https://www.happycow.net/reviews/tierra-burrito-bar-madrid-109788,87.5,7.0,12.5,2,1,0.31386441493991074
64,UDON - Chueca,"Calle del Clavel, 6,Madrid,Spain,28004",40.420253,-3.699236,14.0,4.0,"['Japanese', 'Asian']",33,2,+34-915323369,1,0,1,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/udon-madrid-140514,77.0,7.0,11.0,2,1,0.18777882710219806
65,Tacita De Plata,"C. Mayor, 31, Centro,Madrid,Spain,28012",40.416063,-3.707432,1.0,3.0,['Spanish'],1,0,+34-615489123,1,1,0,"{'Monday': '08:00 - 22:00', 'Tuesday': '08:00 - 22:00', 'Wednesday': '08:00 - 22:00', 'Thursday': '08:00 - 22:00', 'Friday': '08:00 - 22:00', 'Saturday': '08:00 - 22:00', 'Sunday': '08:00 - 22:00'}",https://www.happycow.net/reviews/tacita-de-plata-madrid-415064,98.0,7.0,14.0,2,1,0.265164157546803
66,JUNGLEKING,"Calle del Marqués Viudo de Pontejos, 15,Madrid,Spain,28012",40.415624,-3.705996,3.0,4.0,"['American', 'European', 'Spanish']",10,2,+34-628639617,1,0,0,"{'Monday': '09:00 - 23:00', 'Tuesday': '09:00 - 23:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 23:00'}",https://www.happycow.net/reviews/jungleking-madrid-363337,100.0,7.0,14.29,1,1,0.3742184693442957
67,BLoved Veggie Corner,"Hotel Catalonia, Gran Vía 9,Madrid,Spain,28013",40.419471,-3.699086,39.0,4.0,"['Mediterranean', 'European', 'Spanish']",55,3,+34-915325568,1,0,1,"{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/bloved-veggie-corner-madrid-157809,70.0,7.0,10.0,2,1,0.29470659037460883
68,Kuraya,"Plaza de Herradores, 7,Madrid,Spain,28013",40.416625,-3.708834,1.0,4.0,"['Japanese', 'Asian']",2,2,+34-910411646,1,1,0,"{'Monday': '13:00 - 16:00, 20:30 - 23:30', 'Tuesday': '13:00 - 16:00, 20:30 - 23:30', 'Wednesday': '13:00 - 16:00, 20:30 - 23:30', 'Thursday': '13:00 - 16:00, 20:30 - 23:30', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 16:00, 20:30 - 23:30'}",https://www.happycow.net/reviews/kuraya-madrid-403087,42.0,7.0,6.0,2,1,0.2593485547099235
69,Ramen Kagura Chueca,"C de San Marcos, 8,Madrid,Spain,28004",40.421583,-3.699384,4.0,3.0,"['Japanese', 'Asian']",10,2,+34-915249130,1,0,1,"{'Monday': '13:00 - 16:00, 20:30 - 23:30', 'Tuesday': '13:00 - 16:00, 20:30 - 23:30', 'Wednesday': '13:00 - 16:00, 20:30 - 23:30', 'Thursday': '13:00 - 16:00, 20:30 - 23:30', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 16:00, 20:30 - 23:30'}",https://www.happycow.net/reviews/ramen-kagura-chueca-madrid-298848,42.0,7.0,6.0,2,1,0.3317782345425254
70,Teapots,"Calle de Postas, 26,Madrid,Spain,28012",40.415547,-3.706438,22.0,5.0,['European'],50,0,+34-913642121,1,1,1,"{'Monday': '09:30 - 19:30', 'Tuesday': 'Closed', 'Wednesday': '09:30 - 19:30', 'Thursday': '09:30 - 19:30', 'Friday': '09:30 - 19:30', 'Saturday': '09:30 - 19:30', 'Sunday': '09:30 - 19:30'}",https://www.happycow.net/reviews/teapots-madrid-257070,60.0,6.0,8.57,3,1,0.37141418069366516
71,Honest Greens - Gran Via,"Gran Via 7,Madrid,Spain,28013",40.41942,-3.698945,40.0,4.0,"['International', 'European']",41,2,+34-931227664,1,1,1,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 00:00', 'Saturday': '09:30 - 00:00', 'Sunday': '09:30 - 23:00'}",https://www.happycow.net/reviews/honest-greens-madrid-299584,101.5,7.0,14.5,3,1,0.26196322426531865
72,Hungry Panda,"3 Plaza de San Ildefonso,Madrid,Spain,28004",40.424056,-3.702365,2.0,4.0,['Asian'],1,2,+34-669277815,0,1,0,"{'Monday': 'Closed', 'Tuesday': '13:00 - 23:30', 'Wednesday': '13:00 - 23:30', 'Thursday': '13:00 - 23:30', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 23:30'}",https://www.happycow.net/reviews/hungry-panda-madrid-375179,66.0,6.0,9.43,1,1,0.3536673888487677
73,New Freedom Cakes Cafe,"Calle de Barcelona, 3,Madrid,Spain,28012",40.415579,-3.702632,17.0,4.0,"['Mediterranean', 'Spanish']",48,2,+34-913153077,1,1,1,"{'Monday': '16:00 - 02:00', 'Tuesday': '16:00 - 02:00', 'Wednesday': '16:00 - 02:00', 'Thursday': '16:00 - 02:00', 'Friday': '16:00 - 02:30', 'Saturday': '12:00 - 02:30', 'Sunday': '12:00 - 02:00'}",https://www.happycow.net/reviews/freedom-cakes-cafe-madrid-384752,79.0,7.0,11.29,3,1,0.22915208414347354
74,BisuPizza,"C. del Espejo, 10,Madrid,Spain,28013",40.41701,-3.70963,2.0,4.0,['Italian'],3,1,+34-910333625,0,1,0,"{'Monday': '12:30 - 16:00, 20:00 - 00:00', 'Tuesday': '12:30 - 16:00, 20:00 - 00:00', 'Wednesday': '12:30 - 16:00, 20:00 - 00:00', 'Thursday': '12:30 - 16:00, 20:00 - 00:00', 'Friday': '12:30 - 16:00, 20:00 - 00:00', 'Saturday': '12:30 - 00:00', 'Sunday': '12:30 - 16:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/bisupizza-madrid-395696,56.5,7.0,8.07,1,1,0.1841838416384275
75,Bar Gyoza Go!,"Plaza del Comandante las Morenas, 5,Madrid,Spain,28013",40.416171,-3.708568,6.0,3.5,"['Chinese', 'Japanese', 'Asian']",22,1,+34-911198033,0,0,0,"{'Monday': '11:00 - 00:00', 'Tuesday': '11:00 - 00:00', 'Wednesday': '11:00 - 00:00', 'Thursday': '11:00 - 00:00', 'Friday': '11:00 - 00:00', 'Saturday': '11:00 - 00:00', 'Sunday': '11:00 - 00:00'}",https://www.happycow.net/reviews/bar-gyoza-go-madrid-222495,91.0,7.0,13.0,0,0,0.27498027887339593
76,Amorino - Mayor,"Mayor 40,Madrid,Spain,28013",40.416095,-3.708446,13.0,4.0,[],15,0,+34-917583355,1,1,1,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 01:00', 'Saturday': '12:00 - 01:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/amorino-madrid-81608,86.0,7.0,12.29,3,1,0.3088909875377294
77,Crêperie La Rue,"C. de Colón, 14,Madrid,Spain,28004",40.423881,-3.701506,2.0,3.5,"['European', 'French']",2,2,+34-911897087,1,1,1,"{'Monday': '10:00 - 23:30', 'Tuesday': '10:00 - 23:30', 'Wednesday': '10:00 - 23:30', 'Thursday': '10:00 - 23:30', 'Friday': '10:00 - 00:30', 'Saturday': '10:00 - 00:30', 'Sunday': '10:00 - 23:30'}",https://www.happycow.net/reviews/creperie-la-rue-madrid-407886,96.5,7.0,13.79,3,1,0.23568949873155198
78,Mistura - Augusto Figueroa,"Calle de Augusto Figueroa, 5,Madrid,Spain,28004",40.422973,-3.700137,6.0,4.0,[],15,0,+34-917556391,1,0,1,"{'Monday': '11:30 - 22:30', 'Tuesday': '11:30 - 22:30', 'Wednesday': '11:30 - 22:30', 'Thursday': '11:30 - 22:30', 'Friday': '11:30 - 00:00', 'Saturday': '11:30 - 00:00', 'Sunday': '11:30 - 22:30'}",https://www.happycow.net/reviews/mistura-madrid-204430,80.0,7.0,11.43,2,1,0.10026109660574413
79,Salt in Cake,"C/ de Hortaleza, 37, bajo F, Centro,Madrid,Spain,28004",40.422438,-3.699602,0.0,0.0,['American'],1,0,+34-910408294,1,1,1,"{'Monday': '11:00 - 23:00', 'Tuesday': '11:00 - 23:00', 'Wednesday': '11:00 - 23:00', 'Thursday': '11:00 - 23:00', 'Friday': '11:00 - 00:00', 'Saturday': '11:00 - 00:00', 'Sunday': '11:00 - 23:00'}",https://www.happycow.net/reviews/salt-in-cake-madrid-414915,86.0,7.0,12.29,3,1,0.28418754513638134
80,La Bicicleta,"Plaza de San Ildefonso, 9,Madrid,Spain,28004",40.424129,-3.701721,4.0,4.5,"['Western', 'Spanish']",3,0,+34-915329742,1,1,1,"{'Monday': '10:00 - 01:00', 'Tuesday': '10:00 - 01:00', 'Wednesday': '10:00 - 01:00', 'Thursday': '10:00 - 01:00', 'Friday': '10:00 - 02:00', 'Saturday': '10:00 - 02:00', 'Sunday': '10:00 - 01:00'}",https://www.happycow.net/reviews/la-bicicleta-madrid-282206,107.0,7.0,15.29,3,1,0.16274651408255097
81,Trek Taco,"74 Calle Gran Vía,Madrid,Spain,28015",40.423066,-3.709699,2.0,1.5,['Mexican'],4,2,No phone number,0,0,1,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 02:00', 'Friday': '13:00 - 02:00', 'Saturday': '13:00 - 02:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/trek-taco-madrid-263776,83.0,7.0,11.86,1,1,0.22777882710219804
82,Goconut,"C. Mayor, 47,Madrid,Spain,28013",40.415931,-3.708492,1.0,4.0,[],1,0,No phone number,1,1,0,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '11:00 - 22:00'}",https://www.happycow.net/reviews/goconut-madrid-408414,83.0,7.0,11.86,2,1,0.2630102031368628
83,Mistura - Ciudad Rodrigo,"Calle de Ciudad Rodrigo, 6,Madrid,Spain,28012",40.4158,-3.708488,10.0,4.5,[],30,0,+34-810524641,1,0,1,"{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 23:00', 'Friday': '10:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 23:00'}",https://www.happycow.net/reviews/mistura-madrid-149626,93.0,7.0,13.29,2,1,0.3147128863211303
84,Sol y Roll,"C de San Marcos, 11,Madrid,Spain,28004",40.421612,-3.69874,7.0,3.5,"['International', 'Mediterranean']",8,2,+34-916001622,1,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 16:00, 19:30 - 00:00', 'Saturday': '13:00 - 16:00, 19:30 - 00:00', 'Sunday': '13:00 - 16:00, 19:30 - 00:00'}",https://www.happycow.net/reviews/sol-y-roll-madrid-287304,45.0,6.0,6.43,3,1,0.06718885987815491
85,Shangrila Dimsum,"C. de Leganitos, 26,Madrid,Spain,28013",40.422396,-3.710523,0.0,0.0,"['Asian', 'Fusion']",2,1,+34-919355448,0,1,0,"{'Monday': '13:00 - 23:30', 'Tuesday': '13:00 - 23:30', 'Wednesday': '13:00 - 23:30', 'Thursday': '13:00 - 23:30', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:30'}",https://www.happycow.net/reviews/shangrila-dimsum-madrid-384928,73.5,7.0,10.5,1,1,0.48254134029590945
86,Thunder Vegan - Malasaña,"Calle Don Felipe, 4,Madrid,Spain,28004",40.424533,-3.702365,94.0,4.5,['American'],214,2,+34-912858518,1,1,1,"{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/thunder-vegan-madrid-171899,71.0,7.0,10.14,3,1,0.2611121604355314
87,The Cookie Lab ,"C. de San Bartolomé, 7,Madrid,Spain,28004",40.421579,-3.698686,1.0,4.0,[],1,0,+34-631046538,1,1,1,"{'Monday': '09:30 - 21:00', 'Tuesday': '09:30 - 21:00', 'Wednesday': '09:30 - 21:00', 'Thursday': '09:30 - 21:00', 'Friday': '09:30 - 21:00', 'Saturday': '09:30 - 21:00', 'Sunday': '10:00 - 21:00'}",https://www.happycow.net/reviews/the-cookie-lab-madrid-393837,80.0,7.0,11.43,3,1,0.26085106382978723
88,That's Amore,"C de Pelayo, 6,Madrid,Spain,28004",40.421975,-3.698862,1.0,4.0,['Italian'],0,2,+34-912325357,0,0,1,"{'Monday': '19:00 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '19:00 - 23:00', 'Thursday': '19:00 - 23:00', 'Friday': '13:30 - 17:00, 19:00 - 23:30', 'Saturday': '13:30 - 17:00, 19:00 - 23:30', 'Sunday': '13:30 - 17:00, 19:00 - 23:30'}",https://www.happycow.net/reviews/thats-amore-madrid-406867,36.0,6.0,5.14,1,1,0.31026424457900487
89,Biang Biang Bar,"C. de Pelayo, 8,Madrid,Spain,28004",40.422091,-3.698903,3.0,3.5,['Chinese'],4,2,+34-605318790,1,1,1,"{'Monday': '13:00 - 16:00, 20:00 - 22:30', 'Tuesday': 'Closed', 'Wednesday': '13:00 - 15:30, 20:00 - 22:30', 'Thursday': '13:00 - 15:30, 20:00 - 22:30', 'Friday': '13:00 - 15:30, 20:00 - 22:30', 'Saturday': '13:00 - 16:00, 20:00 - 22:30', 'Sunday': '13:00 - 16:00, 20:00 - 22:30'}",https://www.happycow.net/reviews/biang-biang-bar-madrid-360097,31.5,6.0,4.5,3,1,0.5290424606040405
90,VEGA - Alamo,"Calle Alamo, 3,Madrid,Spain,28015",40.42384,-3.709115,174.0,4.5,"['Mediterranean', 'Fusion', 'Spanish']",259,2,+34-910703719,1,0,1,"{'Monday': '13:30 - 23:00', 'Tuesday': '13:30 - 23:00', 'Wednesday': '13:30 - 23:00', 'Thursday': '13:30 - 23:00', 'Friday': '13:30 - 23:00', 'Saturday': '13:30 - 23:30', 'Sunday': '13:30 - 23:30'}",https://www.happycow.net/reviews/vega-alamo-madrid-174548,67.5,7.0,9.64,2,1,0.2022883913856638
91,Eccolo Gelato,"Calle de la Cruz, 25,Madrid,Spain,28012",40.415289,-3.702082,5.0,4.0,[],18,0,+34-669005611,0,0,1,"{'Monday': '16:00 - 01:00', 'Tuesday': '16:00 - 01:00', 'Wednesday': '16:00 - 01:00', 'Thursday': '16:00 - 01:00', 'Friday': '16:00 - 01:00', 'Saturday': '15:00 - 01:00', 'Sunday': '15:00 - 01:00'}",https://www.happycow.net/reviews/eccolo-gelato-madrid-229611,65.0,7.0,9.29,1,1,0.3861274373645909
92,La Hummuseria,"Calle Hernan Cortes 8,Madrid,Spain,28004",40.423435,-3.700027,75.0,4.5,['Mediterranean'],162,1,+34-910226240,1,0,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '13:30 - 16:30, 20:30 - 23:30', 'Thursday': '13:30 - 16:30, 20:30 - 23:30', 'Friday': '13:30 - 16:30, 20:30 - 23:30', 'Saturday': '13:30 - 23:30', 'Sunday': '20:30 - 23:30'}",https://www.happycow.net/reviews/la-hummuseria-madrid-65872,31.0,5.0,4.43,2,1,0.06692776327241079
93,LULULU,"3 Corredera Alta de San Pablo,Madrid,Spain,28004",40.424637,-3.702226,0.0,0.0,[],1,0,+34-686990020,1,1,0,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 22:00'}",https://www.happycow.net/reviews/lululu-madrid-403702,84.0,7.0,12.0,2,1,0.267778827102198
94,Bucólico Café,"C. de Barbieri, 4,Madrid,Spain,28004",40.420668,-3.698224,1.0,5.0,"['European', 'Spanish']",1,0,+34-663316039,1,1,0,"{'Monday': '08:30 - 14:00', 'Tuesday': '08:30 - 14:00', 'Wednesday': '08:30 - 14:00', 'Thursday': '08:30 - 14:00', 'Friday': '08:30 - 14:00', 'Saturday': '08:30 - 14:00', 'Sunday': '08:30 - 14:00'}",https://www.happycow.net/reviews/bucolico-cafe-madrid-414093,38.5,7.0,5.5,2,1,0.2553017424957873
95,Urbano Specialty Coffee,"Calle Santa Bárbara, 8,Madrid,Spain,28004",40.424363,-3.701492,18.0,4.0,['European'],51,1,+34-918799008,0,0,1,"{'Monday': '09:30 - 19:00', 'Tuesday': '09:30 - 19:00', 'Wednesday': 'Closed', 'Thursday': '09:30 - 19:00', 'Friday': '09:30 - 19:00', 'Saturday': '09:30 - 19:00', 'Sunday': '09:30 - 19:00'}",https://www.happycow.net/reviews/urbano-madrid-162687,57.0,6.0,8.14,1,1,0.16666666666666669
96,Mazál Bagels & Café – Ópera,"Calle de Sta. Clara, 10,Madrid,Spain,28013",40.417427,-3.710793,0.0,0.0,['American'],0,2,+34-919295954,1,1,1,"{'Monday': '09:30 - 20:30', 'Tuesday': '09:30 - 20:30', 'Wednesday': '09:30 - 20:30', 'Thursday': '09:30 - 22:00', 'Friday': '09:30 - 22:00', 'Saturday': '09:30 - 22:00', 'Sunday': '09:30 - 20:30'}",https://www.happycow.net/reviews/mazal-bagels-cafe-opera-madrid-422028,81.5,7.0,11.64,3,1,0.31026424457900487
97,La Desayuneria - Barbieri,"Calle de Barbieri, 4,Madrid,Spain,28004",40.420659,-3.698157,3.0,3.5,"['American', 'Spanish']",4,2,+34-915930893,1,1,1,"{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/la-desayuneria-madrid-347203,84.0,7.0,12.0,3,1,0.26015962076180954
98,Chök,"Calle Augusto Figueroa 16,Madrid,Spain,28004",40.42248,-3.698952,36.0,4.5,[],62,0,+34-910070662,1,0,0,"{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/choek-madrid-198367,84.0,7.0,12.0,1,1,0.13333333333333333
99,Cultura Café Creperie,"Calle de Fuencarral, 57, Centro (at Mercado de San Ildefonso),Madrid,Spain,28004",40.424182,-3.700898,0.0,0.0,"['European', 'French', 'Spanish']",0,2,+34-602648787,0,1,1,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/cultura-cafe-creperie-madrid-414817,79.0,7.0,11.29,2,1,0.44495231746384456
